Tags	GO ID	GO Name	GO Category	Size	ES	NES	Nominal p-val	FDR q-val	FWER p-val	Rank at Max	Leading Edge
[BOTTOM, DETAILS]	GO:0006412	translation	BIOLOGICAL_PROCESS	134	-0.32448548	-4.253199	0.0	0.0	0.0	774	tags=87%, list=57%, signal=183%
[BOTTOM, DETAILS]	GO:0043043	peptide biosynthetic process	BIOLOGICAL_PROCESS	139	-0.3071508	-4.0765705	0.0	0.0	0.0	774	tags=85%, list=57%, signal=179%
[BOTTOM, DETAILS]	GO:0002181	cytoplasmic translation	BIOLOGICAL_PROCESS	89	-0.33640933	-3.6540124	0.0	0.0	0.0	774	tags=89%, list=57%, signal=195%
[TOP, DETAILS]	GO:0021782	glial cell development	BIOLOGICAL_PROCESS	17	0.6988112	3.4876575	0.0	0.0	0.0	179	tags=82%, list=13%, signal=94%
[TOP, DETAILS]	GO:0007043	cell-cell junction assembly	BIOLOGICAL_PROCESS	38	0.4761752	3.4634461	0.0	0.0	0.0	333	tags=71%, list=25%, signal=92%
[TOP, DETAILS]	GO:0045216	cell-cell junction organization	BIOLOGICAL_PROCESS	50	0.42810476	3.410846	0.0	0.0	0.0	333	tags=66%, list=25%, signal=84%
[TOP, DETAILS]	GO:0120192	tight junction assembly	BIOLOGICAL_PROCESS	24	0.5537513	3.3332434	0.0	0.0	0.0	333	tags=79%, list=25%, signal=103%
[TOP, DETAILS]	GO:0019991	septate junction assembly	BIOLOGICAL_PROCESS	23	0.58835113	3.2952898	0.0	0.0	0.0	333	tags=83%, list=25%, signal=108%
[TOP, DETAILS]	GO:0008037	cell recognition	BIOLOGICAL_PROCESS	51	0.3951502	3.2627695	0.0	0.0	0.0	253	tags=57%, list=19%, signal=67%
[TOP, DETAILS]	GO:0007155	cell adhesion	BIOLOGICAL_PROCESS	71	0.33158702	3.2607386	0.0	0.0	0.0	335	tags=56%, list=25%, signal=71%
[TOP, DETAILS]	GO:0010001	glial cell differentiation	BIOLOGICAL_PROCESS	19	0.61193615	3.2394912	0.0	0.0	0.0	179	tags=74%, list=13%, signal=84%
[TOP, DETAILS]	GO:0008038	neuron recognition	BIOLOGICAL_PROCESS	50	0.38588595	3.2007327	0.0	0.0	0.0	253	tags=56%, list=19%, signal=66%
