Tags	GO ID	GO Name	GO Category	Size	ES	NES	Nominal p-val	FDR q-val	FWER p-val	Rank at Max	Leading Edge
[BOTTOM, DETAILS]	GO:0006412	translation	BIOLOGICAL_PROCESS	163	-0.27721304	-3.9488745	0.0	0.0	0.0	800	tags=79%, list=55%, signal=155%
[TOP, DETAILS]	GO:0045216	cell-cell junction organization	BIOLOGICAL_PROCESS	51	0.44618586	3.7593029	0.0	0.0	0.0	230	tags=59%, list=16%, signal=67%
[BOTTOM, DETAILS]	GO:0043043	peptide biosynthetic process	BIOLOGICAL_PROCESS	167	-0.26813808	-3.7301311	0.0	0.0	0.0	829	tags=80%, list=57%, signal=164%
[BOTTOM, DETAILS]	GO:0002181	cytoplasmic translation	BIOLOGICAL_PROCESS	108	-0.30957836	-3.621718	0.0	0.0	0.0	938	tags=93%, list=64%, signal=238%
[TOP, DETAILS]	GO:0034330	cell junction organization	BIOLOGICAL_PROCESS	115	0.2959933	3.567539	0.0	0.0	0.0	262	tags=45%, list=18%, signal=51%
[TOP, DETAILS]	GO:0120193	tight junction organization	BIOLOGICAL_PROCESS	24	0.6022885	3.523123	0.0	0.0	0.0	230	tags=75%, list=16%, signal=88%
[TOP, DETAILS]	GO:0120192	tight junction assembly	BIOLOGICAL_PROCESS	24	0.6022885	3.5177894	0.0	0.0	0.0	230	tags=75%, list=16%, signal=88%
[TOP, DETAILS]	GO:0019991	septate junction assembly	BIOLOGICAL_PROCESS	23	0.6349996	3.5111365	0.0	0.0	0.0	230	tags=78%, list=16%, signal=91%
[TOP, DETAILS]	GO:0021782	glial cell development	BIOLOGICAL_PROCESS	18	0.69037753	3.5083842	0.0	0.0	0.0	221	tags=83%, list=15%, signal=97%
[TOP, DETAILS]	GO:0034329	cell junction assembly	BIOLOGICAL_PROCESS	89	0.32051438	3.4735205	0.0	0.0	0.0	233	tags=46%, list=16%, signal=51%
[TOP, DETAILS]	GO:0007043	cell-cell junction assembly	BIOLOGICAL_PROCESS	38	0.4596049	3.3349226	0.0	0.0	0.0	230	tags=61%, list=16%, signal=70%
[TOP, DETAILS]	GO:0090066	regulation of anatomical structure size	BIOLOGICAL_PROCESS	98	0.28669888	3.2699487	0.0	0.0	0.0	265	tags=45%, list=18%, signal=51%
[TOP, DETAILS]	GO:0043297	apical junction assembly	BIOLOGICAL_PROCESS	31	0.49812296	3.2207916	0.0	0.0	0.0	230	tags=65%, list=16%, signal=75%
[TOP, DETAILS]	GO:0048598	embryonic morphogenesis	BIOLOGICAL_PROCESS	96	0.28620744	3.1651843	0.0	0.0	0.0	233	tags=43%, list=16%, signal=47%
[TOP, DETAILS]	GO:0010001	glial cell differentiation	BIOLOGICAL_PROCESS	21	0.57712966	3.1563337	0.0	0.0	0.0	282	tags=76%, list=19%, signal=93%
[TOP, DETAILS]	GO:0008037	cell recognition	BIOLOGICAL_PROCESS	51	0.37270147	3.153134	0.0	0.0	0.0	219	tags=51%, list=15%, signal=58%
[BOTTOM, DETAILS]	GO:0051253	negative regulation of RNA metabolic process	BIOLOGICAL_PROCESS	114	-0.2589536	-3.114104	0.0	2.247854E-4	0.001	924	tags=87%, list=63%, signal=217%
[TOP, DETAILS]	GO:0008154	actin polymerization or depolymerization	BIOLOGICAL_PROCESS	31	0.4737327	3.098651	0.0	0.0	0.0	265	tags=65%, list=18%, signal=77%
[TOP, DETAILS]	GO:1902903	regulation of supramolecular fiber organization	BIOLOGICAL_PROCESS	39	0.4194563	3.065582	0.0	0.0	0.0	265	tags=59%, list=18%, signal=70%
[TOP, DETAILS]	GO:0007155	cell adhesion	BIOLOGICAL_PROCESS	75	0.30340764	3.0461533	0.0	0.0	0.0	222	tags=44%, list=15%, signal=49%
[BOTTOM, DETAILS]	GO:0045892	negative regulation of transcription, DNA-templated	BIOLOGICAL_PROCESS	105	-0.25489658	-3.0459068	0.0	1.7982833E-4	0.001	785	tags=77%, list=54%, signal=154%
[TOP, DETAILS]	GO:0022610	biological adhesion	BIOLOGICAL_PROCESS	76	0.30463842	3.0202188	0.0	0.0	0.0	405	tags=57%, list=28%, signal=74%
[TOP, DETAILS]	GO:0030029	actin filament-based process	BIOLOGICAL_PROCESS	109	0.25296625	2.9933374	0.0	0.0	0.0	382	tags=50%, list=26%, signal=62%
[TOP, DETAILS]	GO:0008038	neuron recognition	BIOLOGICAL_PROCESS	50	0.36440676	2.9879498	0.0	0.0	0.0	216	tags=50%, list=15%, signal=57%
[TOP, DETAILS]	GO:0030036	actin cytoskeleton organization	BIOLOGICAL_PROCESS	104	0.252951	2.915403	0.0	0.0	0.0	317	tags=45%, list=22%, signal=54%
[TOP, DETAILS]	GO:0032956	regulation of actin cytoskeleton organization	BIOLOGICAL_PROCESS	47	0.36207697	2.9146285	0.0	0.0	0.0	265	tags=53%, list=18%, signal=63%
[TOP, DETAILS]	GO:0042063	gliogenesis	BIOLOGICAL_PROCESS	35	0.41046223	2.9081872	0.0	4.91532E-5	0.001	375	tags=66%, list=26%, signal=86%
[BOTTOM, DETAILS]	GO:1903507	negative regulation of nucleic acid-templated transcription	BIOLOGICAL_PROCESS	107	-0.24979885	-2.899107	0.0	3.019993E-4	0.002	785	tags=77%, list=54%, signal=153%
[BOTTOM, DETAILS]	GO:1902679	negative regulation of RNA biosynthetic process	BIOLOGICAL_PROCESS	107	-0.24979885	-2.8940759	0.0	2.5885654E-4	0.002	785	tags=77%, list=54%, signal=153%
[TOP, DETAILS]	GO:0032970	regulation of actin filament-based process	BIOLOGICAL_PROCESS	48	0.35087565	2.8881152	0.0	4.7016107E-5	0.001	265	tags=52%, list=18%, signal=61%
[TOP, DETAILS]	GO:0097435	supramolecular fiber organization	BIOLOGICAL_PROCESS	82	0.2728394	2.8585372	0.0	9.2770635E-5	0.002	265	tags=44%, list=18%, signal=51%
[TOP, DETAILS]	GO:0051493	regulation of cytoskeleton organization	BIOLOGICAL_PROCESS	57	0.32231393	2.8583498	0.0	8.905981E-5	0.002	265	tags=49%, list=18%, signal=58%
[TOP, DETAILS]	GO:0007417	central nervous system development	BIOLOGICAL_PROCESS	77	0.27879536	2.7778618	0.0	2.9473205E-4	0.007	221	tags=42%, list=15%, signal=46%
[TOP, DETAILS]	GO:0007015	actin filament organization	BIOLOGICAL_PROCESS	62	0.2989385	2.768796	0.0	2.83816E-4	0.007	265	tags=47%, list=18%, signal=55%
[TOP, DETAILS]	GO:0008360	regulation of cell shape	BIOLOGICAL_PROCESS	27	0.45075026	2.759919	0.0	3.5343078E-4	0.009	382	tags=70%, list=26%, signal=93%
[TOP, DETAILS]	GO:0030952	establishment or maintenance of cytoskeleton polarity	BIOLOGICAL_PROCESS	24	0.46653953	2.7519503	0.0	3.4124352E-4	0.009	609	tags=88%, list=42%, signal=147%
[TOP, DETAILS]	GO:0030832	regulation of actin filament length	BIOLOGICAL_PROCESS	28	0.4339857	2.722286	0.0	5.8558857E-4	0.016	265	tags=61%, list=18%, signal=73%
[BOTTOM, DETAILS]	GO:0022613	ribonucleoprotein complex biogenesis	BIOLOGICAL_PROCESS	78	-0.263855	-2.7036152	0.0	0.0010244508	0.009	988	tags=92%, list=67%, signal=268%
[TOP, DETAILS]	GO:0061564	axon development	BIOLOGICAL_PROCESS	124	0.21711695	2.6937315	0.0019607844	7.403338E-4	0.021	216	tags=35%, list=15%, signal=37%
[BOTTOM, DETAILS]	GO:0034401	chromatin organization involved in regulation of transcription	BIOLOGICAL_PROCESS	42	-0.34654227	-2.6875029	0.0	0.0011212815	0.011	799	tags=88%, list=55%, signal=188%
[TOP, DETAILS]	GO:0008064	regulation of actin polymerization or depolymerization	BIOLOGICAL_PROCESS	28	0.4339857	2.6857631	0.0	7.8559597E-4	0.023	265	tags=61%, list=18%, signal=73%
[BOTTOM, DETAILS]	GO:0016071	mRNA metabolic process	BIOLOGICAL_PROCESS	98	-0.23694654	-2.6827588	0.0	0.0010091534	0.011	724	tags=71%, list=49%, signal=132%
[TOP, DETAILS]	GO:0098916	anterograde trans-synaptic signaling	BIOLOGICAL_PROCESS	61	0.28641266	2.6707273	0.0	8.5879077E-4	0.026	630	tags=70%, list=43%, signal=118%
[TOP, DETAILS]	GO:0006091	generation of precursor metabolites and energy	BIOLOGICAL_PROCESS	64	0.29090136	2.6668134	0.0	8.9720794E-4	0.028	851	tags=86%, list=58%, signal=196%
[TOP, DETAILS]	GO:0006119	oxidative phosphorylation	BIOLOGICAL_PROCESS	36	0.37241647	2.64556	0.0	0.0010927421	0.035	851	tags=94%, list=58%, signal=220%
[BOTTOM, DETAILS]	GO:0000122	negative regulation of transcription by RNA polymerase II	BIOLOGICAL_PROCESS	52	-0.31582525	-2.643336	0.0	0.0014178043	0.017	372	tags=56%, list=25%, signal=72%
[TOP, DETAILS]	GO:0110053	regulation of actin filament organization	BIOLOGICAL_PROCESS	32	0.38955718	2.6054642	0.0	0.0013011649	0.041	265	tags=56%, list=18%, signal=67%
[TOP, DETAILS]	GO:0099537	trans-synaptic signaling	BIOLOGICAL_PROCESS	61	0.28641266	2.5991733	0.0020618557	0.0013527821	0.044	630	tags=70%, list=43%, signal=118%
[TOP, DETAILS]	GO:0120031	plasma membrane bounded cell projection assembly	BIOLOGICAL_PROCESS	33	0.38224536	2.5941803	0.0	0.0013458856	0.045	473	tags=70%, list=32%, signal=101%
[TOP, DETAILS]	GO:0046034	ATP metabolic process	BIOLOGICAL_PROCESS	58	0.2960913	2.5869627	0.0	0.0013937511	0.048	947	tags=93%, list=65%, signal=253%
