Tags	GO ID	GO Name	GO Category	Size	ES	NES	Nominal p-val	FDR q-val	FWER p-val	Rank at Max	Leading Edge
[BOTTOM, DETAILS]	GO:0002181	cytoplasmic translation	BIOLOGICAL_PROCESS	109	-0.42623693	-5.058291	0.0	0.0	0.0	355	tags=65%, list=26%, signal=81%
[BOTTOM, DETAILS]	GO:0046034	ATP metabolic process	BIOLOGICAL_PROCESS	49	-0.52484775	-4.236249	0.0	0.0	0.0	397	tags=80%, list=29%, signal=108%
[BOTTOM, DETAILS]	GO:1902600	proton transmembrane transport	BIOLOGICAL_PROCESS	32	-0.61839396	-4.2040815	0.0	0.0	0.0	414	tags=91%, list=30%, signal=127%
[BOTTOM, DETAILS]	GO:0006412	translation	BIOLOGICAL_PROCESS	165	-0.29117152	-4.0923576	0.0	0.0	0.0	355	tags=52%, list=26%, signal=61%
[BOTTOM, DETAILS]	GO:0015672	monovalent inorganic cation transport	BIOLOGICAL_PROCESS	36	-0.5738931	-3.9713657	0.0	0.0	0.0	414	tags=86%, list=30%, signal=120%
[BOTTOM, DETAILS]	GO:0006812	cation transport	BIOLOGICAL_PROCESS	48	-0.48555258	-3.9127483	0.0	0.0	0.0	414	tags=77%, list=30%, signal=107%
[BOTTOM, DETAILS]	GO:0043043	peptide biosynthetic process	BIOLOGICAL_PROCESS	170	-0.2750836	-3.8898833	0.0	0.0	0.0	355	tags=50%, list=26%, signal=59%
[BOTTOM, DETAILS]	GO:0098655	cation transmembrane transport	BIOLOGICAL_PROCESS	43	-0.5042275	-3.8206313	0.0	0.0	0.0	414	tags=79%, list=30%, signal=110%
[BOTTOM, DETAILS]	GO:0098662	inorganic cation transmembrane transport	BIOLOGICAL_PROCESS	41	-0.49294063	-3.683653	0.0	0.0	0.0	414	tags=78%, list=30%, signal=109%
[BOTTOM, DETAILS]	GO:0098660	inorganic ion transmembrane transport	BIOLOGICAL_PROCESS	44	-0.439073	-3.3854425	0.0	0.0	0.0	414	tags=73%, list=30%, signal=101%
[BOTTOM, DETAILS]	GO:0009260	ribonucleotide biosynthetic process	BIOLOGICAL_PROCESS	19	-0.63497835	-3.336117	0.0	0.0	0.0	296	tags=84%, list=22%, signal=106%
[BOTTOM, DETAILS]	GO:0009152	purine ribonucleotide biosynthetic process	BIOLOGICAL_PROCESS	19	-0.63497835	-3.3260627	0.0	0.0	0.0	296	tags=84%, list=22%, signal=106%
[BOTTOM, DETAILS]	GO:0006091	generation of precursor metabolites and energy	BIOLOGICAL_PROCESS	52	-0.39149398	-3.2828403	0.0	0.0	0.0	406	tags=67%, list=30%, signal=92%
[BOTTOM, DETAILS]	GO:0009199	ribonucleoside triphosphate metabolic process	BIOLOGICAL_PROCESS	18	-0.6256182	-3.2005184	0.0	0.0	0.0	296	tags=83%, list=22%, signal=105%
[BOTTOM, DETAILS]	GO:0046390	ribose phosphate biosynthetic process	BIOLOGICAL_PROCESS	20	-0.59271914	-3.19893	0.0	0.0	0.0	296	tags=80%, list=22%, signal=101%
[TOP, DETAILS]	GO:0007167	enzyme linked receptor protein signaling pathway	BIOLOGICAL_PROCESS	82	0.30257958	3.198146	0.0	0.0	0.0	610	tags=73%, list=45%, signal=124%
[BOTTOM, DETAILS]	GO:0009205	purine ribonucleoside triphosphate metabolic process	BIOLOGICAL_PROCESS	18	-0.6256182	-3.1925263	0.0	0.0	0.0	296	tags=83%, list=22%, signal=105%
[BOTTOM, DETAILS]	GO:0009145	purine nucleoside triphosphate biosynthetic process	BIOLOGICAL_PROCESS	18	-0.6256182	-3.1835148	0.0	0.0	0.0	296	tags=83%, list=22%, signal=105%
[BOTTOM, DETAILS]	GO:0009144	purine nucleoside triphosphate metabolic process	BIOLOGICAL_PROCESS	18	-0.6256182	-3.1752188	0.0	0.0	0.0	296	tags=83%, list=22%, signal=105%
[BOTTOM, DETAILS]	GO:0009201	ribonucleoside triphosphate biosynthetic process	BIOLOGICAL_PROCESS	18	-0.6256182	-3.1572995	0.0	0.0	0.0	296	tags=83%, list=22%, signal=105%
[BOTTOM, DETAILS]	GO:0009206	purine ribonucleoside triphosphate biosynthetic process	BIOLOGICAL_PROCESS	18	-0.6256182	-3.1329777	0.0	0.0	0.0	296	tags=83%, list=22%, signal=105%
[BOTTOM, DETAILS]	GO:0006119	oxidative phosphorylation	BIOLOGICAL_PROCESS	29	-0.47888997	-3.1221874	0.0	0.0	0.0	397	tags=76%, list=29%, signal=105%
[BOTTOM, DETAILS]	GO:0006164	purine nucleotide biosynthetic process	BIOLOGICAL_PROCESS	21	-0.5544698	-3.0764625	0.0	1.7083586E-5	0.001	296	tags=76%, list=22%, signal=96%
[BOTTOM, DETAILS]	GO:0009141	nucleoside triphosphate metabolic process	BIOLOGICAL_PROCESS	19	-0.58160436	-3.0638006	0.0	1.6340822E-5	0.001	296	tags=79%, list=22%, signal=99%
[BOTTOM, DETAILS]	GO:0009142	nucleoside triphosphate biosynthetic process	BIOLOGICAL_PROCESS	19	-0.58160436	-3.0596154	0.0	1.5659954E-5	0.001	296	tags=79%, list=22%, signal=99%
[BOTTOM, DETAILS]	GO:0072522	purine-containing compound biosynthetic process	BIOLOGICAL_PROCESS	21	-0.5544698	-3.0265427	0.0	1.5033557E-5	0.001	296	tags=76%, list=22%, signal=96%
[TOP, DETAILS]	GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	BIOLOGICAL_PROCESS	67	0.314398	2.9818132	0.0	0.0	0.0	610	tags=75%, list=45%, signal=128%
[BOTTOM, DETAILS]	GO:0006754	ATP biosynthetic process	BIOLOGICAL_PROCESS	16	-0.6036111	-2.9421356	0.0	1.4455342E-5	0.001	296	tags=81%, list=22%, signal=103%
[BOTTOM, DETAILS]	GO:0022900	electron transport chain	BIOLOGICAL_PROCESS	31	-0.43926546	-2.937205	0.0	1.391996E-5	0.001	384	tags=71%, list=28%, signal=96%
[TOP, DETAILS]	GO:0048569	post-embryonic animal organ development	BIOLOGICAL_PROCESS	158	0.21108225	2.926168	0.0	0.0011114352	0.002	842	tags=80%, list=62%, signal=185%
[TOP, DETAILS]	GO:0060562	epithelial tube morphogenesis	BIOLOGICAL_PROCESS	154	0.20930305	2.9195516	0.0	8.3357637E-4	0.002	792	tags=77%, list=58%, signal=162%
[TOP, DETAILS]	GO:0006468	protein phosphorylation	BIOLOGICAL_PROCESS	108	0.25213447	2.9180655	0.0	6.6686113E-4	0.002	466	tags=57%, list=34%, signal=80%
[BOTTOM, DETAILS]	GO:0042773	ATP synthesis coupled electron transport	BIOLOGICAL_PROCESS	23	-0.5108291	-2.867182	0.0	2.6697155E-5	0.002	384	tags=78%, list=28%, signal=107%
[TOP, DETAILS]	GO:0030029	actin filament-based process	BIOLOGICAL_PROCESS	106	0.2492363	2.8615398	0.0	8.3198375E-4	0.003	819	tags=83%, list=60%, signal=191%
[BOTTOM, DETAILS]	GO:0022904	respiratory electron transport chain	BIOLOGICAL_PROCESS	23	-0.5108291	-2.8390253	0.0	3.8370265E-5	0.003	384	tags=78%, list=28%, signal=107%
[TOP, DETAILS]	GO:0030036	actin cytoskeleton organization	BIOLOGICAL_PROCESS	99	0.24580455	2.837018	0.0	9.4885944E-4	0.004	819	tags=83%, list=60%, signal=192%
[BOTTOM, DETAILS]	GO:0009165	nucleotide biosynthetic process	BIOLOGICAL_PROCESS	23	-0.48790833	-2.8206294	0.0	3.7091253E-5	0.003	296	tags=70%, list=22%, signal=87%
[BOTTOM, DETAILS]	GO:0090407	organophosphate biosynthetic process	BIOLOGICAL_PROCESS	28	-0.43583173	-2.788342	0.0	4.80186E-5	0.004	296	tags=64%, list=22%, signal=80%
