Tags	GO ID	GO Name	GO Category	Size	ES	NES	Nominal p-val	FDR q-val	FWER p-val	Rank at Max	Leading Edge
[TOP, DETAILS]	GO:0048285	organelle fission	BIOLOGICAL_PROCESS	68	0.7539023	7.4926314	0.0	0.0	0.0	1346	tags=91%, list=16%, signal=108%
[TOP, DETAILS]	GO:0000280	nuclear division	BIOLOGICAL_PROCESS	68	0.7539023	7.343593	0.0	0.0	0.0	1346	tags=91%, list=16%, signal=108%
[TOP, DETAILS]	GO:0007059	chromosome segregation	BIOLOGICAL_PROCESS	61	0.7430533	6.872568	0.0	0.0	0.0	1346	tags=90%, list=16%, signal=107%
[TOP, DETAILS]	GO:0140014	mitotic nuclear division	BIOLOGICAL_PROCESS	51	0.8034817	6.8712916	0.0	0.0	0.0	1653	tags=100%, list=20%, signal=124%
[TOP, DETAILS]	GO:0045786	negative regulation of cell cycle	BIOLOGICAL_PROCESS	57	0.7180714	6.4438276	0.0	0.0	0.0	2066	tags=96%, list=25%, signal=128%
[TOP, DETAILS]	GO:0044770	cell cycle phase transition	BIOLOGICAL_PROCESS	58	0.7014047	6.3034225	0.0	0.0	0.0	2066	tags=95%, list=25%, signal=126%
[TOP, DETAILS]	GO:0098813	nuclear chromosome segregation	BIOLOGICAL_PROCESS	53	0.7286235	6.2072387	0.0	0.0	0.0	1181	tags=87%, list=14%, signal=101%
[TOP, DETAILS]	GO:0000819	sister chromatid segregation	BIOLOGICAL_PROCESS	42	0.81253284	6.197026	0.0	0.0	0.0	1181	tags=95%, list=14%, signal=111%
[TOP, DETAILS]	GO:0000070	mitotic sister chromatid segregation	BIOLOGICAL_PROCESS	36	0.85976505	6.193631	0.0	0.0	0.0	1181	tags=100%, list=14%, signal=116%
[TOP, DETAILS]	GO:0044772	mitotic cell cycle phase transition	BIOLOGICAL_PROCESS	55	0.6983062	6.147101	0.0	0.0	0.0	2066	tags=95%, list=25%, signal=126%
[TOP, DETAILS]	GO:0045787	positive regulation of cell cycle	BIOLOGICAL_PROCESS	42	0.8054827	6.107244	0.0	0.0	0.0	1434	tags=98%, list=17%, signal=118%
[TOP, DETAILS]	GO:0006281	DNA repair	BIOLOGICAL_PROCESS	65	0.636218	6.0284724	0.0	0.0	0.0	2900	tags=98%, list=35%, signal=151%
[TOP, DETAILS]	GO:0051321	meiotic cell cycle	BIOLOGICAL_PROCESS	38	0.75740516	5.450314	0.0	0.0	0.0	939	tags=87%, list=11%, signal=98%
[TOP, DETAILS]	GO:1901990	regulation of mitotic cell cycle phase transition	BIOLOGICAL_PROCESS	41	0.7029031	5.4236073	0.0	0.0	0.0	2066	tags=95%, list=25%, signal=126%
[TOP, DETAILS]	GO:0007051	spindle organization	BIOLOGICAL_PROCESS	35	0.77321494	5.4153013	0.0	0.0	0.0	1653	tags=97%, list=20%, signal=121%
[TOP, DETAILS]	GO:0090068	positive regulation of cell cycle process	BIOLOGICAL_PROCESS	32	0.7970279	5.4101105	0.0	0.0	0.0	1434	tags=97%, list=17%, signal=117%
[TOP, DETAILS]	GO:1901987	regulation of cell cycle phase transition	BIOLOGICAL_PROCESS	43	0.7053561	5.4076653	0.0	0.0	0.0	2066	tags=95%, list=25%, signal=127%
[TOP, DETAILS]	GO:1902850	microtubule cytoskeleton organization involved in mitosis	BIOLOGICAL_PROCESS	33	0.8017126	5.39009	0.0	0.0	0.0	1653	tags=100%, list=20%, signal=125%
[TOP, DETAILS]	GO:0006260	DNA replication	BIOLOGICAL_PROCESS	44	0.68365556	5.3462195	0.0	0.0	0.0	2066	tags=93%, list=25%, signal=124%
[TOP, DETAILS]	GO:0010639	negative regulation of organelle organization	BIOLOGICAL_PROCESS	41	0.7033182	5.343227	0.0	0.0	0.0	2463	tags=100%, list=30%, signal=142%
[TOP, DETAILS]	GO:0051783	regulation of nuclear division	BIOLOGICAL_PROCESS	29	0.8055955	5.130379	0.0	0.0	0.0	1335	tags=97%, list=16%, signal=115%
[TOP, DETAILS]	GO:0010948	negative regulation of cell cycle process	BIOLOGICAL_PROCESS	37	0.69726163	5.087272	0.0	0.0	0.0	2066	tags=95%, list=25%, signal=126%
[TOP, DETAILS]	GO:0045930	negative regulation of mitotic cell cycle	BIOLOGICAL_PROCESS	36	0.69566816	5.0736046	0.0	0.0	0.0	2066	tags=94%, list=25%, signal=126%
[TOP, DETAILS]	GO:0033044	regulation of chromosome organization	BIOLOGICAL_PROCESS	34	0.7051627	4.959324	0.0	0.0	0.0	2443	tags=100%, list=30%, signal=142%
[TOP, DETAILS]	GO:0031589	cell-substrate adhesion	BIOLOGICAL_PROCESS	28	0.765875	4.923562	0.0	0.0	0.0	1649	tags=96%, list=20%, signal=120%
[TOP, DETAILS]	GO:0006302	double-strand break repair	BIOLOGICAL_PROCESS	38	0.6495716	4.886768	0.0	0.0	0.0	2900	tags=100%, list=35%, signal=154%
[TOP, DETAILS]	GO:0007163	establishment or maintenance of cell polarity	BIOLOGICAL_PROCESS	26	0.80518216	4.8855934	0.0	0.0	0.0	1619	tags=100%, list=20%, signal=124%
[TOP, DETAILS]	GO:0006261	DNA-dependent DNA replication	BIOLOGICAL_PROCESS	32	0.7225416	4.8672214	0.0	0.0	0.0	1530	tags=91%, list=19%, signal=111%
[TOP, DETAILS]	GO:0007088	regulation of mitotic nuclear division	BIOLOGICAL_PROCESS	27	0.8028358	4.866723	0.0	0.0	0.0	1335	tags=96%, list=16%, signal=115%
[TOP, DETAILS]	GO:0071900	regulation of protein serine/threonine kinase activity	BIOLOGICAL_PROCESS	33	0.71459556	4.8536124	0.0	0.0	0.0	1619	tags=91%, list=20%, signal=113%
[TOP, DETAILS]	GO:0000075	cell cycle checkpoint	BIOLOGICAL_PROCESS	32	0.71972847	4.8492346	0.0	0.0	0.0	2066	tags=97%, list=25%, signal=129%
[TOP, DETAILS]	GO:0045931	positive regulation of mitotic cell cycle	BIOLOGICAL_PROCESS	24	0.82759047	4.8363647	0.0	0.0	0.0	1434	tags=100%, list=17%, signal=121%
[TOP, DETAILS]	GO:0001701	in utero embryonic development	BIOLOGICAL_PROCESS	41	0.6282362	4.8087096	0.0	0.0	0.0	2876	tags=98%, list=35%, signal=149%
[TOP, DETAILS]	GO:1903046	meiotic cell cycle process	BIOLOGICAL_PROCESS	31	0.7297455	4.808708	0.0	0.0	0.0	916	tags=84%, list=11%, signal=94%
[TOP, DETAILS]	GO:0007052	mitotic spindle organization	BIOLOGICAL_PROCESS	25	0.8009287	4.8079653	0.0	0.0	0.0	1653	tags=100%, list=20%, signal=125%
[TOP, DETAILS]	GO:0051983	regulation of chromosome segregation	BIOLOGICAL_PROCESS	23	0.84080637	4.8034115	0.0	0.0	0.0	1325	tags=100%, list=16%, signal=119%
[TOP, DETAILS]	GO:0051052	regulation of DNA metabolic process	BIOLOGICAL_PROCESS	40	0.6497307	4.76618	0.0	0.0	0.0	2900	tags=100%, list=35%, signal=154%
[TOP, DETAILS]	GO:0030900	forebrain development	BIOLOGICAL_PROCESS	25	0.80638885	4.738293	0.0	0.0	0.0	1280	tags=96%, list=16%, signal=113%
[TOP, DETAILS]	GO:0061458	reproductive system development	BIOLOGICAL_PROCESS	35	0.6864589	4.736036	0.0	0.0	0.0	1424	tags=86%, list=17%, signal=103%
[TOP, DETAILS]	GO:0001667	ameboidal-type cell migration	BIOLOGICAL_PROCESS	30	0.73059434	4.720369	0.0	0.0	0.0	1685	tags=93%, list=21%, signal=117%
[TOP, DETAILS]	GO:0048608	reproductive structure development	BIOLOGICAL_PROCESS	35	0.6864589	4.716204	0.0	0.0	0.0	1424	tags=86%, list=17%, signal=103%
[TOP, DETAILS]	GO:0051656	establishment of organelle localization	BIOLOGICAL_PROCESS	32	0.7085983	4.69749	0.0	0.0	0.0	1131	tags=84%, list=14%, signal=97%
[TOP, DETAILS]	GO:0045860	positive regulation of protein kinase activity	BIOLOGICAL_PROCESS	33	0.7001613	4.6909356	0.0	0.0	0.0	1737	tags=91%, list=21%, signal=115%
[TOP, DETAILS]	GO:0006310	DNA recombination	BIOLOGICAL_PROCESS	36	0.64941263	4.6633325	0.0	0.0	0.0	2900	tags=100%, list=35%, signal=154%
[TOP, DETAILS]	GO:0050673	epithelial cell proliferation	BIOLOGICAL_PROCESS	29	0.72404516	4.6499977	0.0	0.0	0.0	2002	tags=97%, list=24%, signal=127%
[TOP, DETAILS]	GO:0001666	response to hypoxia	BIOLOGICAL_PROCESS	31	0.68857175	4.6444893	0.0	0.0	0.0	2047	tags=94%, list=25%, signal=124%
[TOP, DETAILS]	GO:0070482	response to oxygen levels	BIOLOGICAL_PROCESS	34	0.67408854	4.6371217	0.0	0.0	0.0	2697	tags=100%, list=33%, signal=148%
[TOP, DETAILS]	GO:0009314	response to radiation	BIOLOGICAL_PROCESS	36	0.6507587	4.6149917	0.0	0.0	0.0	2661	tags=97%, list=32%, signal=143%
[TOP, DETAILS]	GO:0009611	response to wounding	BIOLOGICAL_PROCESS	27	0.76298743	4.597596	0.0	0.0	0.0	1053	tags=89%, list=13%, signal=102%
[TOP, DETAILS]	GO:0048871	multicellular organismal homeostasis	BIOLOGICAL_PROCESS	26	0.7592276	4.5843635	0.0	0.0	0.0	1995	tags=100%, list=24%, signal=132%
[TOP]	GO:0000910	cytokinesis	BIOLOGICAL_PROCESS	20	0.8491207	4.5629816	0.0	0.0	0.0	844	tags=95%, list=10%, signal=106%
[TOP]	GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	BIOLOGICAL_PROCESS	26	0.7434143	4.5204964	0.0	0.0	0.0	1493	tags=92%, list=18%, signal=112%
[TOP]	GO:0036293	response to decreased oxygen levels	BIOLOGICAL_PROCESS	31	0.68857175	4.4852805	0.0	0.0	0.0	2047	tags=94%, list=25%, signal=124%
[TOP]	GO:0060249	anatomical structure homeostasis	BIOLOGICAL_PROCESS	30	0.69173396	4.483887	0.0	0.0	0.0	2550	tags=100%, list=31%, signal=145%
[TOP]	GO:0140013	meiotic nuclear division	BIOLOGICAL_PROCESS	29	0.7184042	4.483527	0.0	0.0	0.0	916	tags=83%, list=11%, signal=93%
[TOP]	GO:0007093	mitotic cell cycle checkpoint	BIOLOGICAL_PROCESS	26	0.72511894	4.4810247	0.0	0.0	0.0	1327	tags=88%, list=16%, signal=105%
[TOP]	GO:0050678	regulation of epithelial cell proliferation	BIOLOGICAL_PROCESS	26	0.7197883	4.4640555	0.0	0.0	0.0	2002	tags=96%, list=24%, signal=127%
[TOP]	GO:0048568	embryonic organ development	BIOLOGICAL_PROCESS	32	0.6622431	4.435369	0.0	0.0	0.0	2023	tags=91%, list=25%, signal=120%
[TOP]	GO:0198738	cell-cell signaling by wnt	BIOLOGICAL_PROCESS	29	0.69017375	4.433656	0.0	0.0	0.0	1996	tags=93%, list=24%, signal=123%
[TOP]	GO:1901988	negative regulation of cell cycle phase transition	BIOLOGICAL_PROCESS	30	0.6840059	4.4323406	0.0	0.0	0.0	2066	tags=93%, list=25%, signal=124%
[TOP]	GO:1901991	negative regulation of mitotic cell cycle phase transition	BIOLOGICAL_PROCESS	29	0.68161523	4.3883843	0.0	0.0	0.0	2066	tags=93%, list=25%, signal=124%
[TOP]	GO:0007389	pattern specification process	BIOLOGICAL_PROCESS	28	0.69420195	4.368643	0.0	0.0	0.0	1649	tags=89%, list=20%, signal=111%
[TOP]	GO:0071103	DNA conformation change	BIOLOGICAL_PROCESS	32	0.6605308	4.3606257	0.0	0.0	0.0	2550	tags=97%, list=31%, signal=140%
[TOP]	GO:0016055	Wnt signaling pathway	BIOLOGICAL_PROCESS	29	0.69017375	4.359976	0.0	0.0	0.0	1996	tags=93%, list=24%, signal=123%
[TOP]	GO:0010721	negative regulation of cell development	BIOLOGICAL_PROCESS	24	0.73668134	4.342083	0.0	0.0	0.0	1494	tags=92%, list=18%, signal=112%
[TOP]	GO:0048545	response to steroid hormone	BIOLOGICAL_PROCESS	22	0.74895054	4.332482	0.0	0.0	0.0	1703	tags=95%, list=21%, signal=120%
[TOP]	GO:0051225	spindle assembly	BIOLOGICAL_PROCESS	22	0.7550585	4.3201365	0.0	0.0	0.0	1653	tags=95%, list=20%, signal=119%
[TOP]	GO:0007264	small GTPase mediated signal transduction	BIOLOGICAL_PROCESS	28	0.6978694	4.315222	0.0	0.0	0.0	1619	tags=89%, list=20%, signal=111%
[TOP]	GO:0006979	response to oxidative stress	BIOLOGICAL_PROCESS	27	0.68145704	4.3056602	0.0	0.0	0.0	2632	tags=100%, list=32%, signal=147%
[TOP]	GO:0033045	regulation of sister chromatid segregation	BIOLOGICAL_PROCESS	17	0.85777074	4.304853	0.0	0.0	0.0	1181	tags=100%, list=14%, signal=117%
[TOP]	GO:0001655	urogenital system development	BIOLOGICAL_PROCESS	31	0.6484198	4.2927976	0.0	0.0	0.0	1581	tags=84%, list=19%, signal=103%
[TOP]	GO:0071214	cellular response to abiotic stimulus	BIOLOGICAL_PROCESS	30	0.6489362	4.2924004	0.0	0.0	0.0	2900	tags=100%, list=35%, signal=154%
[TOP]	GO:0032970	regulation of actin filament-based process	BIOLOGICAL_PROCESS	22	0.7581014	4.285716	0.0	0.0	0.0	1255	tags=91%, list=15%, signal=107%
[TOP]	GO:0030198	extracellular matrix organization	BIOLOGICAL_PROCESS	20	0.7948217	4.271048	0.0	0.0	0.0	1699	tags=100%, list=21%, signal=126%
[TOP]	GO:0104004	cellular response to environmental stimulus	BIOLOGICAL_PROCESS	30	0.6489362	4.264104	0.0	0.0	0.0	2900	tags=100%, list=35%, signal=154%
[TOP]	GO:0051961	negative regulation of nervous system development	BIOLOGICAL_PROCESS	27	0.67192274	4.263121	0.0	0.0	0.0	1494	tags=85%, list=18%, signal=104%
[TOP]	GO:0043062	extracellular structure organization	BIOLOGICAL_PROCESS	20	0.7948217	4.25253	0.0	0.0	0.0	1699	tags=100%, list=21%, signal=126%
[TOP]	GO:0032465	regulation of cytokinesis	BIOLOGICAL_PROCESS	15	0.9106555	4.224296	0.0	0.0	0.0	746	tags=100%, list=9%, signal=110%
[TOP]	GO:0051310	metaphase plate congression	BIOLOGICAL_PROCESS	17	0.82863545	4.2238646	0.0	0.0	0.0	454	tags=88%, list=6%, signal=93%
[TOP]	GO:0090130	tissue migration	BIOLOGICAL_PROCESS	21	0.7532849	4.210535	0.0	0.0	0.0	1649	tags=95%, list=20%, signal=119%
[TOP]	GO:0010631	epithelial cell migration	BIOLOGICAL_PROCESS	21	0.7532849	4.194796	0.0	0.0	0.0	1649	tags=95%, list=20%, signal=119%
[TOP]	GO:0007568	aging	BIOLOGICAL_PROCESS	27	0.67607874	4.191552	0.0	0.0	0.0	2676	tags=100%, list=33%, signal=148%
[TOP]	GO:0072001	renal system development	BIOLOGICAL_PROCESS	29	0.6370984	4.1846256	0.0	0.0	0.0	1581	tags=83%, list=19%, signal=102%
[TOP]	GO:0120031	plasma membrane bounded cell projection assembly	BIOLOGICAL_PROCESS	29	0.65850306	4.1751494	0.0	0.0	0.0	1972	tags=90%, list=24%, signal=118%
[TOP]	GO:0016569	covalent chromatin modification	BIOLOGICAL_PROCESS	28	0.666364	4.171622	0.0	0.0	0.0	2463	tags=96%, list=30%, signal=137%
[TOP]	GO:0021537	telencephalon development	BIOLOGICAL_PROCESS	16	0.8704834	4.1714163	0.0	0.0	0.0	563	tags=94%, list=7%, signal=100%
[TOP]	GO:0042493	response to drug	BIOLOGICAL_PROCESS	24	0.71322095	4.1710453	0.0	0.0	0.0	2028	tags=96%, list=25%, signal=127%
[TOP]	GO:0016049	cell growth	BIOLOGICAL_PROCESS	29	0.6526344	4.17039	0.0	0.0	0.0	2020	tags=90%, list=25%, signal=119%
[TOP]	GO:0006753	nucleoside phosphate metabolic process	BIOLOGICAL_PROCESS	19	0.7826353	4.1623855	0.0	0.0	0.0	1798	tags=100%, list=22%, signal=128%
[TOP]	GO:0001503	ossification	BIOLOGICAL_PROCESS	26	0.6834045	4.1620593	0.0	0.0	0.0	1984	tags=92%, list=24%, signal=121%
[TOP]	GO:0050768	negative regulation of neurogenesis	BIOLOGICAL_PROCESS	23	0.73295796	4.1560655	0.0	0.0	0.0	1494	tags=91%, list=18%, signal=111%
[TOP]	GO:0051784	negative regulation of nuclear division	BIOLOGICAL_PROCESS	17	0.85777074	4.1447616	0.0	0.0	0.0	1181	tags=100%, list=14%, signal=117%
[TOP]	GO:1901653	cellular response to peptide	BIOLOGICAL_PROCESS	25	0.68935597	4.135104	0.0	0.0	0.0	2566	tags=100%, list=31%, signal=145%
[TOP]	GO:0051302	regulation of cell division	BIOLOGICAL_PROCESS	18	0.7996337	4.1262007	0.0	0.0	0.0	746	tags=89%, list=9%, signal=98%
[TOP]	GO:0090132	epithelium migration	BIOLOGICAL_PROCESS	21	0.7532849	4.122541	0.0	0.0	0.0	1649	tags=95%, list=20%, signal=119%
[TOP]	GO:0030111	regulation of Wnt signaling pathway	BIOLOGICAL_PROCESS	21	0.7586418	4.1079884	0.0	0.0	0.0	1996	tags=100%, list=24%, signal=132%
[TOP]	GO:0045839	negative regulation of mitotic nuclear division	BIOLOGICAL_PROCESS	16	0.857666	4.1071906	0.0	0.0	0.0	1181	tags=100%, list=14%, signal=117%
[TOP]	GO:0030010	establishment of cell polarity	BIOLOGICAL_PROCESS	18	0.8043956	4.0930347	0.0	0.0	0.0	1619	tags=100%, list=20%, signal=124%
[TOP]	GO:0042060	wound healing	BIOLOGICAL_PROCESS	22	0.737201	4.092833	0.0	0.0	0.0	1053	tags=86%, list=13%, signal=99%
[TOP]	GO:0007265	Ras protein signal transduction	BIOLOGICAL_PROCESS	21	0.7569492	4.088776	0.0	0.0	0.0	1619	tags=95%, list=20%, signal=118%
[TOP]	GO:0032886	regulation of microtubule-based process	BIOLOGICAL_PROCESS	23	0.70177156	4.082899	0.0	0.0	0.0	2463	tags=100%, list=30%, signal=142%
[TOP]	GO:0042692	muscle cell differentiation	BIOLOGICAL_PROCESS	24	0.69696975	4.0788445	0.0	0.0	0.0	1477	tags=88%, list=18%, signal=106%
[TOP]	GO:0016570	histone modification	BIOLOGICAL_PROCESS	27	0.6649554	4.07767	0.0	0.0	0.0	2463	tags=96%, list=30%, signal=137%
[TOP]	GO:0070838	divalent metal ion transport	BIOLOGICAL_PROCESS	24	0.69696975	4.0769215	0.0	0.0	0.0	1477	tags=88%, list=18%, signal=106%
[TOP]	GO:1901342	regulation of vasculature development	BIOLOGICAL_PROCESS	25	0.6749407	4.0342784	0.0	0.0	0.0	1699	tags=88%, list=21%, signal=111%
[TOP]	GO:0044843	cell cycle G1/S phase transition	BIOLOGICAL_PROCESS	25	0.67876816	4.0314894	0.0	0.0	0.0	1996	tags=92%, list=24%, signal=121%
[TOP]	GO:0043434	response to peptide hormone	BIOLOGICAL_PROCESS	26	0.6778294	4.0293055	0.0	0.0	0.0	2661	tags=100%, list=32%, signal=148%
[TOP]	GO:0044839	cell cycle G2/M phase transition	BIOLOGICAL_PROCESS	21	0.7238654	4.0258775	0.0	0.0	0.0	1499	tags=90%, list=18%, signal=110%
[TOP]	GO:0060562	epithelial tube morphogenesis	BIOLOGICAL_PROCESS	28	0.63396794	4.01284	0.0	0.0	0.0	2728	tags=96%, list=33%, signal=144%
[TOP]	GO:2000241	regulation of reproductive process	BIOLOGICAL_PROCESS	17	0.78989136	3.999985	0.0	0.0	0.0	1737	tags=100%, list=21%, signal=127%
[TOP]	GO:0000086	G2/M transition of mitotic cell cycle	BIOLOGICAL_PROCESS	20	0.7400098	3.994309	0.0	0.0	0.0	1327	tags=90%, list=16%, signal=107%
[TOP]	GO:0006816	calcium ion transport	BIOLOGICAL_PROCESS	21	0.72655255	3.990934	0.0	0.0	0.0	1477	tags=90%, list=18%, signal=110%
[TOP]	GO:0022411	cellular component disassembly	BIOLOGICAL_PROCESS	24	0.68572825	3.979553	0.0	0.0	0.0	2595	tags=100%, list=32%, signal=146%
[TOP]	GO:0050000	chromosome localization	BIOLOGICAL_PROCESS	18	0.77960926	3.9733448	0.0	0.0	0.0	454	tags=83%, list=6%, signal=88%
[TOP]	GO:0051304	chromosome separation	BIOLOGICAL_PROCESS	19	0.7524728	3.9643621	0.0	0.0	0.0	1181	tags=89%, list=14%, signal=104%
[TOP]	GO:0001822	kidney development	BIOLOGICAL_PROCESS	28	0.63396794	3.9589758	0.0	0.0	0.0	2728	tags=96%, list=33%, signal=144%
