Tags	GO ID	GO Name	GO Category	Size	ES	NES	Nominal p-val	FDR q-val	FWER p-val	Rank at Max	Leading Edge
[BOTTOM, DETAILS]	GO:0002064	epithelial cell development	BIOLOGICAL_PROCESS	79	-0.26962554	-2.8252208	0.0	0.015926698	0.014	3301	tags=67%, list=40%, signal=111%
[BOTTOM, DETAILS]	GO:0045165	cell fate commitment	BIOLOGICAL_PROCESS	81	-0.24989852	-2.7575867	0.0	0.019308325	0.033	1510	tags=43%, list=18%, signal=52%
[BOTTOM, DETAILS]	GO:0050673	epithelial cell proliferation	BIOLOGICAL_PROCESS	128	-0.20766996	-2.7550132	0.0	0.012872216	0.033	1331	tags=37%, list=16%, signal=43%
[BOTTOM, DETAILS]	GO:0006338	chromatin remodeling	BIOLOGICAL_PROCESS	109	-0.21841173	-2.6940126	0.0	0.013353953	0.046	2663	tags=54%, list=33%, signal=79%
[BOTTOM, DETAILS]	GO:2000179	positive regulation of neural precursor cell proliferation	BIOLOGICAL_PROCESS	21	-0.49269065	-2.6897595	0.0	0.010906625	0.047	1822	tags=71%, list=22%, signal=92%
[BOTTOM, DETAILS]	GO:0097549	chromatin organization involved in negative regulation of transcription	BIOLOGICAL_PROCESS	70	-0.2696281	-2.6441743	0.0	0.015344568	0.076	4587	tags=83%, list=56%, signal=187%
[BOTTOM, DETAILS]	GO:0050678	regulation of epithelial cell proliferation	BIOLOGICAL_PROCESS	110	-0.21384896	-2.6332939	0.0	0.014295195	0.083	1397	tags=38%, list=17%, signal=45%
[BOTTOM, DETAILS]	GO:0016458	gene silencing	BIOLOGICAL_PROCESS	110	-0.21618569	-2.6282387	0.0	0.012793788	0.084	4498	tags=76%, list=55%, signal=168%
[BOTTOM, DETAILS]	GO:0034401	chromatin organization involved in regulation of transcription	BIOLOGICAL_PROCESS	75	-0.25441536	-2.578747	0.0	0.015270043	0.111	4587	tags=81%, list=56%, signal=184%
[BOTTOM, DETAILS]	GO:0002062	chondrocyte differentiation	BIOLOGICAL_PROCESS	22	-0.45089746	-2.5780716	0.0	0.013743039	0.111	3012	tags=82%, list=37%, signal=129%
[BOTTOM, DETAILS]	GO:0040029	regulation of gene expression, epigenetic	BIOLOGICAL_PROCESS	129	-0.18905784	-2.5180364	0.0	0.01968859	0.175	4498	tags=74%, list=55%, signal=161%
[BOTTOM, DETAILS]	GO:0007389	pattern specification process	BIOLOGICAL_PROCESS	127	-0.18364249	-2.4807334	0.0	0.02521503	0.234	1226	tags=33%, list=15%, signal=38%
