Tags	GO ID	GO Name	GO Category	Size	ES	NES	Nominal p-val	FDR q-val	FWER p-val	Rank at Max	Leading Edge
[TOP, DETAILS]	GO:0048285	organelle fission	BIOLOGICAL_PROCESS	67	0.73470575	7.2091217	0.0	0.0	0.0	1818	tags=93%, list=20%, signal=114%
[TOP, DETAILS]	GO:0000280	nuclear division	BIOLOGICAL_PROCESS	66	0.7487473	7.04653	0.0	0.0	0.0	1818	tags=94%, list=20%, signal=116%
[TOP, DETAILS]	GO:0140014	mitotic nuclear division	BIOLOGICAL_PROCESS	52	0.79507047	6.811939	0.0	0.0	0.0	1764	tags=98%, list=19%, signal=120%
[TOP, DETAILS]	GO:0007059	chromosome segregation	BIOLOGICAL_PROCESS	59	0.7453915	6.5114894	0.0	0.0	0.0	1305	tags=88%, list=14%, signal=102%
[TOP, DETAILS]	GO:0044770	cell cycle phase transition	BIOLOGICAL_PROCESS	58	0.7245155	6.4820156	0.0	0.0	0.0	2278	tags=97%, list=25%, signal=127%
[TOP, DETAILS]	GO:0000819	sister chromatid segregation	BIOLOGICAL_PROCESS	39	0.8629233	6.343042	0.0	0.0	0.0	1305	tags=100%, list=14%, signal=116%
[TOP, DETAILS]	GO:0045786	negative regulation of cell cycle	BIOLOGICAL_PROCESS	58	0.69544965	6.2941346	0.0	0.0	0.0	2066	tags=91%, list=22%, signal=117%
[TOP, DETAILS]	GO:0044772	mitotic cell cycle phase transition	BIOLOGICAL_PROCESS	54	0.72163224	6.254987	0.0	0.0	0.0	2278	tags=96%, list=25%, signal=127%
[TOP, DETAILS]	GO:0098813	nuclear chromosome segregation	BIOLOGICAL_PROCESS	48	0.7590562	6.2368016	0.0	0.0	0.0	1305	tags=90%, list=14%, signal=104%
[TOP, DETAILS]	GO:0000070	mitotic sister chromatid segregation	BIOLOGICAL_PROCESS	34	0.86245674	6.001414	0.0	0.0	0.0	1305	tags=100%, list=14%, signal=116%
[TOP, DETAILS]	GO:0006281	DNA repair	BIOLOGICAL_PROCESS	62	0.6358862	5.9814425	0.0	0.0	0.0	2969	tags=95%, list=32%, signal=139%
[TOP, DETAILS]	GO:0007051	spindle organization	BIOLOGICAL_PROCESS	38	0.7603282	5.589901	0.0	0.0	0.0	1764	tags=95%, list=19%, signal=116%
[TOP, DETAILS]	GO:0045787	positive regulation of cell cycle	BIOLOGICAL_PROCESS	43	0.7288038	5.5517406	0.0	0.0	0.0	1900	tags=93%, list=20%, signal=116%
[TOP, DETAILS]	GO:1901987	regulation of cell cycle phase transition	BIOLOGICAL_PROCESS	42	0.71006495	5.4401293	0.0	0.0	0.0	2278	tags=95%, list=25%, signal=126%
[TOP, DETAILS]	GO:0051783	regulation of nuclear division	BIOLOGICAL_PROCESS	31	0.8125608	5.4014316	0.0	0.0	0.0	1764	tags=100%, list=19%, signal=123%
[TOP, DETAILS]	GO:0007088	regulation of mitotic nuclear division	BIOLOGICAL_PROCESS	30	0.81247306	5.3577976	0.0	0.0	0.0	1764	tags=100%, list=19%, signal=123%
