Tags	GO ID	GO Name	GO Category	Size	ES	NES	Nominal p-val	FDR q-val	FWER p-val	Rank at Max	Leading Edge
[TOP, DETAILS]	GO:0002181	cytoplasmic translation	BIOLOGICAL_PROCESS	117	0.3892785	4.856315	0.0	0.0	0.0	499	tags=59%, list=22%, signal=72%
[TOP, DETAILS]	GO:0006412	translation	BIOLOGICAL_PROCESS	195	0.26927286	4.187705	0.0	0.0	0.0	499	tags=47%, list=22%, signal=55%
[BOTTOM, DETAILS]	GO:0006260	DNA replication	BIOLOGICAL_PROCESS	36	-0.5881891	-4.0912337	0.0	0.0	0.0	389	tags=75%, list=17%, signal=89%
[TOP, DETAILS]	GO:0043043	peptide biosynthetic process	BIOLOGICAL_PROCESS	202	0.2524321	3.921267	0.0	0.0	0.0	499	tags=45%, list=22%, signal=53%
[BOTTOM, DETAILS]	GO:0006261	DNA-dependent DNA replication	BIOLOGICAL_PROCESS	26	-0.56005216	-3.3410296	0.0	0.0	0.0	141	tags=62%, list=6%, signal=65%
[BOTTOM, DETAILS]	GO:0006974	cellular response to DNA damage stimulus	BIOLOGICAL_PROCESS	70	-0.33095777	-3.2450624	0.0	5.078829E-4	0.001	375	tags=49%, list=17%, signal=56%
[BOTTOM, DETAILS]	GO:0000724	double-strand break repair via homologous recombination	BIOLOGICAL_PROCESS	15	-0.6778863	-3.1400023	0.0	3.8091218E-4	0.001	288	tags=80%, list=13%, signal=91%
[TOP, DETAILS]	GO:0042273	ribosomal large subunit biogenesis	BIOLOGICAL_PROCESS	33	0.45945582	3.1357307	0.0	0.0	0.0	690	tags=76%, list=30%, signal=107%
[BOTTOM, DETAILS]	GO:0000725	recombinational repair	BIOLOGICAL_PROCESS	15	-0.6778863	-3.09347	0.0	3.0472977E-4	0.001	288	tags=80%, list=13%, signal=91%
[BOTTOM, DETAILS]	GO:0044786	cell cycle DNA replication	BIOLOGICAL_PROCESS	18	-0.58798975	-3.0408604	0.0	2.5394146E-4	0.001	64	tags=61%, list=3%, signal=62%
[BOTTOM, DETAILS]	GO:0006310	DNA recombination	BIOLOGICAL_PROCESS	27	-0.46704695	-2.8572404	0.0	0.0016804647	0.007	802	tags=81%, list=35%, signal=125%
[BOTTOM, DETAILS]	GO:0016331	morphogenesis of embryonic epithelium	BIOLOGICAL_PROCESS	75	-0.2794708	-2.8448668	0.0	0.001833772	0.009	1202	tags=80%, list=53%, signal=165%
