Tags	GO ID	GO Name	GO Category	Size	ES	NES	Nominal p-val	FDR q-val	FWER p-val	Rank at Max	Leading Edge
[BOTTOM, DETAILS]	GO:0006260	DNA replication	BIOLOGICAL_PROCESS	35	-0.6666667	-4.645451	0.0	0.0	0.0	292	tags=77%, list=11%, signal=86%
[BOTTOM, DETAILS]	GO:0006261	DNA-dependent DNA replication	BIOLOGICAL_PROCESS	24	-0.6841992	-4.114577	0.0	0.0	0.0	292	tags=79%, list=11%, signal=89%
[BOTTOM, DETAILS]	GO:0006259	DNA metabolic process	BIOLOGICAL_PROCESS	95	-0.29227638	-3.3454127	0.0	0.0	0.0	304	tags=40%, list=12%, signal=44%
[BOTTOM, DETAILS]	GO:0044786	cell cycle DNA replication	BIOLOGICAL_PROCESS	17	-0.66687524	-3.3241792	0.0	0.0	0.0	112	tags=71%, list=4%, signal=73%
[BOTTOM, DETAILS]	GO:0000724	double-strand break repair via homologous recombination	BIOLOGICAL_PROCESS	16	-0.6447174	-3.1250308	0.0	0.0	0.0	440	tags=81%, list=17%, signal=98%
[BOTTOM, DETAILS]	GO:0006974	cellular response to DNA damage stimulus	BIOLOGICAL_PROCESS	76	-0.30351266	-3.079004	0.0	0.0	0.0	358	tags=43%, list=14%, signal=49%
[BOTTOM, DETAILS]	GO:0000725	recombinational repair	BIOLOGICAL_PROCESS	16	-0.6447174	-3.051796	0.0	0.0	0.0	440	tags=81%, list=17%, signal=98%
[BOTTOM, DETAILS]	GO:0006302	double-strand break repair	BIOLOGICAL_PROCESS	27	-0.48104197	-2.9382465	0.0	2.745725E-4	0.002	299	tags=59%, list=12%, signal=66%
[BOTTOM, DETAILS]	GO:0006310	DNA recombination	BIOLOGICAL_PROCESS	30	-0.4581518	-2.9046447	0.0	3.656389E-4	0.003	292	tags=57%, list=11%, signal=63%
[BOTTOM, DETAILS]	GO:1903047	mitotic cell cycle process	BIOLOGICAL_PROCESS	146	-0.20361145	-2.8030446	0.0	9.93484E-4	0.009	648	tags=45%, list=25%, signal=56%
[TOP, DETAILS]	GO:0007274	neuromuscular synaptic transmission	BIOLOGICAL_PROCESS	39	0.37714526	2.778109	0.0	0.0098364595	0.011	1081	tags=79%, list=42%, signal=136%
[TOP, DETAILS]	GO:0050804	modulation of chemical synaptic transmission	BIOLOGICAL_PROCESS	60	0.2856046	2.6657321	0.0	0.015204877	0.034	1373	tags=82%, list=54%, signal=172%
[BOTTOM, DETAILS]	GO:0007346	regulation of mitotic cell cycle	BIOLOGICAL_PROCESS	83	-0.2515743	-2.6454093	0.0	0.0047506467	0.047	672	tags=51%, list=26%, signal=66%
[BOTTOM, DETAILS]	GO:0008063	Toll signaling pathway	BIOLOGICAL_PROCESS	55	-0.29792726	-2.5956705	0.0	0.005925938	0.064	975	tags=67%, list=38%, signal=106%
[TOP, DETAILS]	GO:0099177	regulation of trans-synaptic signaling	BIOLOGICAL_PROCESS	60	0.2856046	2.5585177	0.0	0.01940411	0.063	1373	tags=82%, list=54%, signal=172%
[BOTTOM, DETAILS]	GO:0006281	DNA repair	BIOLOGICAL_PROCESS	59	-0.2784523	-2.4957244	0.0	0.01129171	0.126	302	tags=39%, list=12%, signal=43%
