Tags	GO ID	GO Name	GO Category	Size	ES	NES	Nominal p-val	FDR q-val	FWER p-val	Rank at Max	Leading Edge
[BOTTOM, DETAILS]	GO:0045595	regulation of cell differentiation	BIOLOGICAL_PROCESS	137	-0.24933685	-3.2270305	0.0	0.0014903848	0.001	704	tags=76%, list=54%, signal=147%
[BOTTOM, DETAILS]	GO:0060284	regulation of cell development	BIOLOGICAL_PROCESS	118	-0.24931152	-2.9923432	0.0	0.0014433907	0.002	704	tags=76%, list=54%, signal=150%
[BOTTOM, DETAILS]	GO:0045597	positive regulation of cell differentiation	BIOLOGICAL_PROCESS	64	-0.3072917	-2.8273413	0.0	9.6226047E-4	0.002	704	tags=83%, list=54%, signal=170%
[TOP, DETAILS]	GO:0002181	cytoplasmic translation	BIOLOGICAL_PROCESS	90	0.25681034	2.7892387	0.0	0.003903413	0.007	589	tags=69%, list=45%, signal=116%
[BOTTOM, DETAILS]	GO:0010720	positive regulation of cell development	BIOLOGICAL_PROCESS	59	-0.30856115	-2.7692528	0.0	0.0018122485	0.005	704	tags=83%, list=54%, signal=171%
[TOP, DETAILS]	GO:0006412	translation	BIOLOGICAL_PROCESS	132	0.20755011	2.6835582	0.0	0.0055324812	0.019	589	tags=64%, list=45%, signal=104%
[BOTTOM, DETAILS]	GO:0051094	positive regulation of developmental process	BIOLOGICAL_PROCESS	95	-0.24156034	-2.6639538	0.0	0.0037619045	0.013	729	tags=78%, list=56%, signal=163%
[BOTTOM, DETAILS]	GO:0022603	regulation of anatomical structure morphogenesis	BIOLOGICAL_PROCESS	89	-0.24664895	-2.6521602	0.0	0.0031349203	0.013	746	tags=80%, list=57%, signal=172%
[TOP, DETAILS]	GO:0043043	peptide biosynthetic process	BIOLOGICAL_PROCESS	138	0.20198506	2.6147146	0.0	0.0057129487	0.03	589	tags=63%, list=45%, signal=102%
[BOTTOM, DETAILS]	GO:0051240	positive regulation of multicellular organismal process	BIOLOGICAL_PROCESS	87	-0.24283369	-2.6022022	0.0	0.0058019706	0.027	729	tags=78%, list=56%, signal=164%
[BOTTOM, DETAILS]	GO:0051960	regulation of nervous system development	BIOLOGICAL_PROCESS	110	-0.2179398	-2.602012	0.0	0.0050767246	0.027	729	tags=75%, list=56%, signal=156%
[BOTTOM, DETAILS]	GO:0050767	regulation of neurogenesis	BIOLOGICAL_PROCESS	86	-0.24073371	-2.5368285	0.0	0.008720691	0.053	728	tags=78%, list=55%, signal=164%
[BOTTOM, DETAILS]	GO:0003002	regionalization	BIOLOGICAL_PROCESS	151	-0.18130638	-2.4439228	0.0	0.016827237	0.11	642	tags=65%, list=49%, signal=112%
[BOTTOM, DETAILS]	GO:0016569	covalent chromatin modification	BIOLOGICAL_PROCESS	38	-0.3288028	-2.3972661	0.0	0.021781104	0.15	756	tags=89%, list=58%, signal=205%
[BOTTOM, DETAILS]	GO:0016570	histone modification	BIOLOGICAL_PROCESS	37	-0.32561737	-2.3189476	0.0	0.03479162	0.257	756	tags=89%, list=58%, signal=205%
