Tags	GO ID	GO Name	GO Category	Size	ES	NES	Nominal p-val	FDR q-val	FWER p-val	Rank at Max	Leading Edge
[TOP, DETAILS]	GO:0002181	cytoplasmic translation	BIOLOGICAL_PROCESS	111	0.28055373	3.3607926	0.0	0.0	0.0	722	tags=68%, list=41%, signal=108%
[TOP, DETAILS]	GO:0042273	ribosomal large subunit biogenesis	BIOLOGICAL_PROCESS	25	0.54333717	3.191184	0.0	0.0	0.0	462	tags=80%, list=26%, signal=107%
[TOP, DETAILS]	GO:0043043	peptide biosynthetic process	BIOLOGICAL_PROCESS	178	0.2007186	2.962053	0.0	3.4941107E-4	0.002	726	tags=60%, list=41%, signal=91%
[TOP, DETAILS]	GO:0006412	translation	BIOLOGICAL_PROCESS	171	0.20092161	2.919158	0.0	5.211719E-4	0.004	726	tags=60%, list=41%, signal=92%
[TOP, DETAILS]	GO:0042254	ribosome biogenesis	BIOLOGICAL_PROCESS	56	0.33929628	2.9016724	0.0	4.169375E-4	0.004	487	tags=61%, list=28%, signal=81%
[BOTTOM, DETAILS]	GO:0022603	regulation of anatomical structure morphogenesis	BIOLOGICAL_PROCESS	105	-0.22873923	-2.7068067	0.0	0.036955062	0.025	1092	tags=84%, list=62%, signal=209%
[BOTTOM, DETAILS]	GO:0098609	cell-cell adhesion	BIOLOGICAL_PROCESS	43	-0.34580085	-2.6686502	0.0	0.024364155	0.033	632	tags=70%, list=36%, signal=106%
[BOTTOM, DETAILS]	GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	BIOLOGICAL_PROCESS	25	-0.4460023	-2.6135142	0.0	0.024608903	0.049	632	tags=80%, list=36%, signal=123%
[BOTTOM, DETAILS]	GO:0030718	germ-line stem cell population maintenance	BIOLOGICAL_PROCESS	32	-0.3738002	-2.5467372	0.0	0.028046181	0.074	1000	tags=94%, list=57%, signal=215%
[BOTTOM, DETAILS]	GO:2000027	regulation of animal organ morphogenesis	BIOLOGICAL_PROCESS	46	-0.3241872	-2.519667	0.0019607844	0.027186241	0.089	1047	tags=91%, list=60%, signal=221%
[TOP, DETAILS]	GO:0051084	'de novo' posttranslational protein folding	BIOLOGICAL_PROCESS	16	0.504719	2.4952898	0.0	0.0082017295	0.092	546	tags=81%, list=31%, signal=117%
[BOTTOM, DETAILS]	GO:0048870	cell motility	BIOLOGICAL_PROCESS	118	-0.20096628	-2.479955	0.0	0.027312038	0.105	578	tags=52%, list=33%, signal=72%
[BOTTOM, DETAILS]	GO:0016477	cell migration	BIOLOGICAL_PROCESS	116	-0.20103341	-2.4724996	0.0	0.023834523	0.107	578	tags=52%, list=33%, signal=72%
[TOP, DETAILS]	GO:0034660	ncRNA metabolic process	BIOLOGICAL_PROCESS	41	0.3293681	2.4541936	0.0	0.009141516	0.117	717	tags=73%, list=41%, signal=121%
[TOP, DETAILS]	GO:0051085	chaperone cofactor-dependent protein refolding	BIOLOGICAL_PROCESS	16	0.504719	2.426049	0.0	0.009894187	0.143	546	tags=81%, list=31%, signal=117%
[BOTTOM, DETAILS]	GO:0051674	localization of cell	BIOLOGICAL_PROCESS	119	-0.19642857	-2.4146218	0.0	0.031427115	0.152	578	tags=51%, list=33%, signal=71%
