Tags	GO ID	GO Name	GO Category	Size	ES	NES	Nominal p-val	FDR q-val	FWER p-val	Rank at Max	Leading Edge
[TOP, DETAILS]	GO:0034470	ncRNA processing	BIOLOGICAL_PROCESS	135	0.21110538	2.897063	0.0	0.009550125	0.009	2472	tags=62%, list=42%, signal=104%
[BOTTOM, DETAILS]	GO:0035214	eye-antennal disc development	BIOLOGICAL_PROCESS	56	-0.32342348	-2.8065667	0.0	0.01411935	0.015	2237	tags=70%, list=38%, signal=111%
[TOP, DETAILS]	GO:0006397	mRNA processing	BIOLOGICAL_PROCESS	203	0.16709398	2.7141416	0.0	0.014209744	0.027	2730	tags=62%, list=46%, signal=111%
[BOTTOM, DETAILS]	GO:0007455	eye-antennal disc morphogenesis	BIOLOGICAL_PROCESS	33	-0.38602155	-2.6469355	0.0	0.021255825	0.044	2223	tags=76%, list=37%, signal=120%
[TOP, DETAILS]	GO:0006412	translation	BIOLOGICAL_PROCESS	262	0.14292163	2.5663164	0.0	0.03176551	0.086	2727	tags=60%, list=46%, signal=105%
[TOP, DETAILS]	GO:0034660	ncRNA metabolic process	BIOLOGICAL_PROCESS	185	0.16247556	2.560515	0.0	0.023824135	0.086	2727	tags=62%, list=46%, signal=110%
[TOP, DETAILS]	GO:0031346	positive regulation of cell projection organization	BIOLOGICAL_PROCESS	54	0.2873765	2.5148008	0.0	0.027133951	0.123	2490	tags=70%, list=42%, signal=120%
[TOP, DETAILS]	GO:0098916	anterograde trans-synaptic signaling	BIOLOGICAL_PROCESS	223	0.14309503	2.5094192	0.0	0.02367555	0.128	2753	tags=60%, list=46%, signal=108%
[TOP, DETAILS]	GO:0016071	mRNA metabolic process	BIOLOGICAL_PROCESS	253	0.13952163	2.4966056	0.0	0.022560282	0.139	2730	tags=59%, list=46%, signal=105%
[TOP, DETAILS]	GO:0007268	chemical synaptic transmission	BIOLOGICAL_PROCESS	223	0.14309503	2.473753	0.0	0.023182796	0.162	2753	tags=60%, list=46%, signal=108%
[BOTTOM, DETAILS]	GO:0048619	embryonic hindgut morphogenesis	BIOLOGICAL_PROCESS	44	-0.31344536	-2.4657142	0.0	0.06579023	0.196	2070	tags=66%, list=35%, signal=100%
[TOP, DETAILS]	GO:0099536	synaptic signaling	BIOLOGICAL_PROCESS	226	0.13947798	2.4486701	0.0	0.02434471	0.19	2753	tags=60%, list=46%, signal=107%
[TOP, DETAILS]	GO:0002181	cytoplasmic translation	BIOLOGICAL_PROCESS	82	0.2361328	2.4353762	0.0	0.024432817	0.21	2675	tags=68%, list=45%, signal=122%
[TOP, DETAILS]	GO:0099537	trans-synaptic signaling	BIOLOGICAL_PROCESS	225	0.1422129	2.4289317	0.0	0.023546385	0.221	2753	tags=60%, list=46%, signal=108%
[BOTTOM, DETAILS]	GO:0030855	epithelial cell differentiation	BIOLOGICAL_PROCESS	332	-0.11581739	-2.4214437	0.0	0.07111416	0.267	2879	tags=59%, list=48%, signal=109%
[TOP, DETAILS]	GO:0016072	rRNA metabolic process	BIOLOGICAL_PROCESS	74	0.23567183	2.39541	0.0	0.028908085	0.288	2472	tags=65%, list=42%, signal=110%
[TOP, DETAILS]	GO:0043043	peptide biosynthetic process	BIOLOGICAL_PROCESS	297	0.12258002	2.3924608	0.0	0.02750701	0.293	2730	tags=58%, list=46%, signal=101%
[BOTTOM, DETAILS]	GO:1905879	regulation of oogenesis	BIOLOGICAL_PROCESS	57	-0.2721309	-2.389369	0.0	0.07072742	0.323	2884	tags=75%, list=49%, signal=145%
[TOP, DETAILS]	GO:0045880	positive regulation of smoothened signaling pathway	BIOLOGICAL_PROCESS	26	0.3975312	2.3814044	0.0	0.027815973	0.315	1076	tags=58%, list=18%, signal=70%
[BOTTOM, DETAILS]	GO:0046667	compound eye retinal cell programmed cell death	BIOLOGICAL_PROCESS	25	-0.3913393	-2.3383536	0.0	0.08536284	0.434	1965	tags=72%, list=33%, signal=107%
[TOP, DETAILS]	GO:0030177	positive regulation of Wnt signaling pathway	BIOLOGICAL_PROCESS	37	0.31180564	2.3238144	0.0	0.038240094	0.429	1692	tags=59%, list=28%, signal=83%
[BOTTOM, DETAILS]	GO:0007442	hindgut morphogenesis	BIOLOGICAL_PROCESS	50	-0.27434194	-2.3099961	0.0	0.08789696	0.49	2070	tags=62%, list=35%, signal=94%
[TOP, DETAILS]	GO:0006399	tRNA metabolic process	BIOLOGICAL_PROCESS	81	0.21991727	2.29913	0.001992032	0.044172745	0.507	2820	tags=69%, list=47%, signal=130%
[BOTTOM, DETAILS]	GO:0061525	hindgut development	BIOLOGICAL_PROCESS	50	-0.27434194	-2.2870061	0.0	0.089430556	0.54	2070	tags=62%, list=35%, signal=94%
[BOTTOM, DETAILS]	GO:0007443	Malpighian tubule morphogenesis	BIOLOGICAL_PROCESS	38	-0.31192315	-2.2851899	0.0	0.0802218	0.543	2070	tags=66%, list=35%, signal=100%
[TOP, DETAILS]	GO:0009060	aerobic respiration	BIOLOGICAL_PROCESS	33	0.3343788	2.281117	0.0041067763	0.04691154	0.548	2166	tags=70%, list=36%, signal=109%
[BOTTOM, DETAILS]	GO:0048871	multicellular organismal homeostasis	BIOLOGICAL_PROCESS	57	-0.2522902	-2.2689486	0.0	0.08175156	0.59	2062	tags=60%, list=35%, signal=90%
[BOTTOM, DETAILS]	GO:0061333	renal tubule morphogenesis	BIOLOGICAL_PROCESS	38	-0.31192315	-2.2668362	0.0	0.07587592	0.599	2070	tags=66%, list=35%, signal=100%
[BOTTOM, DETAILS]	GO:0008544	epidermis development	BIOLOGICAL_PROCESS	54	-0.25265896	-2.2426474	0.0	0.083172314	0.67	3137	tags=78%, list=53%, signal=163%
[BOTTOM, DETAILS]	GO:0072001	renal system development	BIOLOGICAL_PROCESS	64	-0.23232426	-2.2404058	0.0019762847	0.07807704	0.677	2072	tags=58%, list=35%, signal=88%
[TOP, DETAILS]	GO:0051124	synaptic growth at neuromuscular junction	BIOLOGICAL_PROCESS	114	0.17784818	2.240068	0.0019230769	0.059869982	0.645	1674	tags=46%, list=28%, signal=62%
[BOTTOM, DETAILS]	GO:0009649	entrainment of circadian clock	BIOLOGICAL_PROCESS	15	-0.48200977	-2.2362173	0.003992016	0.074187756	0.685	1899	tags=80%, list=32%, signal=117%
[TOP, DETAILS]	GO:0042181	ketone biosynthetic process	BIOLOGICAL_PROCESS	20	0.41903478	2.2325058	0.001980198	0.060053796	0.666	1678	tags=70%, list=28%, signal=97%
[TOP, DETAILS]	GO:0008033	tRNA processing	BIOLOGICAL_PROCESS	42	0.29481223	2.224583	0.002	0.05979381	0.685	2364	tags=69%, list=40%, signal=114%
[TOP, DETAILS]	GO:0006364	rRNA processing	BIOLOGICAL_PROCESS	69	0.22437505	2.2006717	0.0	0.068255015	0.744	2472	tags=64%, list=42%, signal=108%
[TOP, DETAILS]	GO:0008380	RNA splicing	BIOLOGICAL_PROCESS	172	0.14594494	2.1986816	0.0	0.06577535	0.749	2717	tags=60%, list=46%, signal=107%
[BOTTOM, DETAILS]	GO:0001655	urogenital system development	BIOLOGICAL_PROCESS	64	-0.23232426	-2.1935542	0.0	0.08892511	0.767	2072	tags=58%, list=35%, signal=88%
[TOP, DETAILS]	GO:0000375	RNA splicing, via transesterification reactions	BIOLOGICAL_PROCESS	160	0.1468372	2.1759655	0.0019569471	0.07374166	0.813	2717	tags=60%, list=46%, signal=108%
[TOP, DETAILS]	GO:0000398	mRNA splicing, via spliceosome	BIOLOGICAL_PROCESS	160	0.1468372	2.158193	0.0040241447	0.07950948	0.85	2717	tags=60%, list=46%, signal=108%
[BOTTOM, DETAILS]	GO:0035150	regulation of tube size	BIOLOGICAL_PROCESS	47	-0.2683289	-2.1525905	0.0	0.11080466	0.851	2846	tags=74%, list=48%, signal=142%
[TOP, DETAILS]	GO:0120034	positive regulation of plasma membrane bounded cell projection assembly	BIOLOGICAL_PROCESS	23	0.36407816	2.149683	0.0	0.080957256	0.867	3013	tags=87%, list=51%, signal=176%
[TOP, DETAILS]	GO:0046390	ribose phosphate biosynthetic process	BIOLOGICAL_PROCESS	65	0.22919963	2.1480825	0.0	0.078699216	0.871	938	tags=38%, list=16%, signal=45%
[BOTTOM, DETAILS]	GO:0002065	columnar/cuboidal epithelial cell differentiation	BIOLOGICAL_PROCESS	268	-0.11396436	-2.1420245	0.002079002	0.11087939	0.868	3170	tags=64%, list=53%, signal=131%
[BOTTOM, DETAILS]	GO:0046668	regulation of retinal cell programmed cell death	BIOLOGICAL_PROCESS	17	-0.4356453	-2.138091	0.004115226	0.10740215	0.875	1965	tags=76%, list=33%, signal=114%
[TOP, DETAILS]	GO:0009260	ribonucleotide biosynthetic process	BIOLOGICAL_PROCESS	63	0.2254195	2.123581	0.0062111802	0.09010803	0.898	938	tags=38%, list=16%, signal=45%
[TOP, DETAILS]	GO:0007528	neuromuscular junction development	BIOLOGICAL_PROCESS	142	0.15870793	2.1192806	0.002016129	0.08862327	0.902	1674	tags=44%, list=28%, signal=59%
[TOP, DETAILS]	GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	BIOLOGICAL_PROCESS	160	0.1468372	2.1169019	0.0	0.08694846	0.908	2717	tags=60%, list=46%, signal=108%
[TOP, DETAILS]	GO:0007271	synaptic transmission, cholinergic	BIOLOGICAL_PROCESS	15	0.4438712	2.1065774	0.0020449897	0.08996436	0.92	934	tags=60%, list=16%, signal=71%
[TOP, DETAILS]	GO:0000470	maturation of LSU-rRNA	BIOLOGICAL_PROCESS	15	0.45206547	2.0848925	0.0018796993	0.099002436	0.936	2471	tags=87%, list=42%, signal=148%
[BOTTOM, DETAILS]	GO:1903684	regulation of border follicle cell migration	BIOLOGICAL_PROCESS	34	-0.29498327	-2.0827281	0.0	0.14430308	0.947	2804	tags=76%, list=47%, signal=144%
