Tags	GO ID	GO Name	GO Category	Size	ES	NES	Nominal p-val	FDR q-val	FWER p-val	Rank at Max	Leading Edge
[BOTTOM, DETAILS]	GO:0046034	ATP metabolic process	BIOLOGICAL_PROCESS	108	-0.23296924	-2.7992315	0.0	0.013360584	0.012	2049	tags=55%, list=32%, signal=79%
[BOTTOM, DETAILS]	GO:0099536	synaptic signaling	BIOLOGICAL_PROCESS	245	-0.1537398	-2.743557	0.0	0.011705242	0.021	2340	tags=51%, list=36%, signal=77%
[BOTTOM, DETAILS]	GO:0006119	oxidative phosphorylation	BIOLOGICAL_PROCESS	66	-0.28164747	-2.7357676	0.0	0.008928256	0.024	2114	tags=61%, list=33%, signal=89%
[BOTTOM, DETAILS]	GO:0099537	trans-synaptic signaling	BIOLOGICAL_PROCESS	244	-0.15162884	-2.7089136	0.0	0.008923041	0.032	2340	tags=51%, list=36%, signal=77%
[BOTTOM, DETAILS]	GO:0042775	mitochondrial ATP synthesis coupled electron transport	BIOLOGICAL_PROCESS	49	-0.32826024	-2.7027013	0.0	0.0078060464	0.035	2114	tags=65%, list=33%, signal=96%
[BOTTOM, DETAILS]	GO:0098916	anterograde trans-synaptic signaling	BIOLOGICAL_PROCESS	242	-0.14735723	-2.6702185	0.0	0.0085462285	0.044	2340	tags=50%, list=36%, signal=76%
[BOTTOM, DETAILS]	GO:0007268	chemical synaptic transmission	BIOLOGICAL_PROCESS	242	-0.14735723	-2.62949	0.0	0.009546537	0.056	2340	tags=50%, list=36%, signal=76%
[BOTTOM, DETAILS]	GO:0042773	ATP synthesis coupled electron transport	BIOLOGICAL_PROCESS	53	-0.29779375	-2.6068287	0.0	0.010173737	0.067	2114	tags=62%, list=33%, signal=92%
[BOTTOM, DETAILS]	GO:0042391	regulation of membrane potential	BIOLOGICAL_PROCESS	71	-0.2582792	-2.5281808	0.0	0.018098617	0.13	2080	tags=58%, list=32%, signal=84%
[BOTTOM, DETAILS]	GO:0045927	positive regulation of growth	BIOLOGICAL_PROCESS	105	-0.21111184	-2.5248852	0.0	0.016631337	0.133	1796	tags=49%, list=28%, signal=66%
[BOTTOM, DETAILS]	GO:0048589	developmental growth	BIOLOGICAL_PROCESS	320	-0.12181386	-2.4988236	0.0	0.017774327	0.156	1957	tags=42%, list=30%, signal=57%
[BOTTOM, DETAILS]	GO:0040007	growth	BIOLOGICAL_PROCESS	371	-0.11323678	-2.4603815	0.0	0.022128448	0.208	1957	tags=41%, list=30%, signal=55%
