Tags	GO ID	GO Name	GO Category	Size	ES	NES	Nominal p-val	FDR q-val	FWER p-val	Rank at Max	Leading Edge
[BOTTOM, DETAILS]	GO:0006412	translation	BIOLOGICAL_PROCESS	363	-0.16244917	-3.5495749	0.0	0.0	0.0	3220	tags=57%, list=42%, signal=94%
[BOTTOM, DETAILS]	GO:0002181	cytoplasmic translation	BIOLOGICAL_PROCESS	118	-0.26865825	-3.4634678	0.0	0.0	0.0	2857	tags=64%, list=37%, signal=100%
[BOTTOM, DETAILS]	GO:0048193	Golgi vesicle transport	BIOLOGICAL_PROCESS	122	-0.25349241	-3.2817101	0.0	0.0	0.0	3822	tags=75%, list=50%, signal=146%
[BOTTOM, DETAILS]	GO:0043043	peptide biosynthetic process	BIOLOGICAL_PROCESS	396	-0.13433786	-3.0757053	0.0	3.0521327E-4	0.001	3238	tags=55%, list=42%, signal=90%
[BOTTOM, DETAILS]	GO:0016071	mRNA metabolic process	BIOLOGICAL_PROCESS	318	-0.1492038	-3.0697417	0.0	2.441706E-4	0.001	3160	tags=55%, list=41%, signal=90%
[BOTTOM, DETAILS]	GO:0016050	vesicle organization	BIOLOGICAL_PROCESS	95	-0.266675	-3.0283375	0.0	4.1413953E-4	0.002	2835	tags=63%, list=37%, signal=99%
[BOTTOM, DETAILS]	GO:0044087	regulation of cellular component biogenesis	BIOLOGICAL_PROCESS	300	-0.15305617	-3.0218873	0.0	3.5497674E-4	0.002	2743	tags=50%, list=36%, signal=75%
[BOTTOM, DETAILS]	GO:0006886	intracellular protein transport	BIOLOGICAL_PROCESS	321	-0.1408458	-2.8971646	0.0	7.8275177E-4	0.005	3494	tags=59%, list=45%, signal=103%
[BOTTOM, DETAILS]	GO:0022613	ribonucleoprotein complex biogenesis	BIOLOGICAL_PROCESS	217	-0.16470158	-2.813399	0.0	0.0017966345	0.013	4728	tags=77%, list=61%, signal=195%
[BOTTOM, DETAILS]	GO:0016197	endosomal transport	BIOLOGICAL_PROCESS	98	-0.24040756	-2.7958179	0.0	0.0018581771	0.015	3672	tags=71%, list=48%, signal=135%
[BOTTOM, DETAILS]	GO:0050806	positive regulation of synaptic transmission	BIOLOGICAL_PROCESS	19	-0.5291194	-2.7710392	0.0	0.0024877156	0.022	2015	tags=79%, list=26%, signal=107%
[BOTTOM, DETAILS]	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	BIOLOGICAL_PROCESS	56	-0.30325827	-2.6972663	0.0	0.0038388416	0.037	3594	tags=77%, list=47%, signal=143%
